Year,Measurement.date,Unit,Plot,Species,Number,Health,Herbivory,Condition,HT.cm,RCD.mm
2022,9/12/22,14,5,BELE,18,L,3,0,83,12.9
2022,9/12/22,14,5,BELE,19,D,0,0,,
2022,9/12/22,14,5,BELE,20,D,0,0,,
2022,9/12/22,14,5,CACO,1,L,2,1,15,5.6
2022,9/12/22,14,5,CACO,2,L,1,0,16,3.9
2022,9/12/22,14,5,CACO,3,V,1,1,13,3.6
2022,9/12/22,14,5,CACO,4,L,2,0,37,7.6
2022,9/12/22,14,5,CACO,5,L,1,0,21,6
2022,9/12/22,14,5,CACO,6,L,1,1,12.5,2.8
2022,9/12/22,14,5,CACO,7,D,0,0,,
2022,9/12/22,14,5,CACO,8,L,1,0,29,6
2022,9/12/22,14,5,CACO,9,D,0,0,,
2022,9/12/22,14,5,CACO,10,L,1,1,13,3.7
2022,9/12/22,14,5,CACO,11,L,1,1,21,3.2
2022,9/12/22,14,5,CACO,12,L,1,0,45,6.7
2022,9/12/22,14,5,CACO,13,V,1,0,19,3.6
2022,9/12/22,14,5,CACO,14,L,1,0,44,5.3
2022,9/12/22,14,5,CACO,15,L,1,0,40,4.5
2022,9/12/22,14,5,CACO,16,V,1,1,23,3.6
2022,9/12/22,14,5,CACO,17,L,1,0,23,5.7
2022,9/12/22,14,5,CACO,18,L,1,0,23,4
2022,9/12/22,14,5,CACO,19,L,1,1,15,3.5
2022,9/12/22,14,5,CACO,20,L,1,1,13,3
2022,9/12/22,14,5,QURU,1,L,2,0,73,8.7
2022,9/12/22,14,5,QURU,2,L,1,0,39,11.6
2022,9/12/22,14,5,QURU,3,L,1,0,86,9.4
2022,9/12/22,14,5,QURU,4,L,1,0,52,7
2022,9/12/22,14,5,QURU,5,L,2,0,66,10.4
2022,9/12/22,14,5,QURU,6,L,1,0,42,8.6
2022,9/12/22,14,5,QURU,7,L,1,1,41,7.1
2022,9/12/22,14,5,QURU,8,L,1,0,36,7.6
2022,9/12/22,14,5,QURU,9,L,1,0,57,9
2022,9/12/22,14,5,QURU,10,L,0,0,60,8.8
2022,9/12/22,14,5,QURU,11,L,2,0,74,9.9
2022,9/12/22,14,5,QURU,12,V,1,1,33,6.2
2022,9/12/22,14,5,QURU,13,L,1,0,55,7.8
2022,9/12/22,14,5,QURU,14,L,2,0,50,7.4
2022,9/12/22,14,5,QURU,15,L,2,0,64,9.9
2022,9/12/22,14,5,QURU,16,L,1,0,49,8.5
2022,9/12/22,14,5,QURU,17,L,2,0,39,9.3
2022,9/12/22,14,5,QURU,18,V,2,0,65,9.3
2022,9/12/22,14,5,QURU,19,L,2,0,34,7.1
2022,9/12/22,14,5,QURU,20,L,1,0,44,7.4
2022,9/12/22,14,5,TIAM,1,L,1,0,20,6.8
2022,9/12/22,14,5,TIAM,2,V,1,0,19,6.4
2022,9/12/22,14,5,TIAM,3,L,1,0,27,8.8
2022,9/12/22,14,5,TIAM,4,L,3,0,47,15.9
2022,9/12/22,14,5,TIAM,5,V,2,0,27,5.9
2022,9/12/22,14,5,TIAM,6,L,1,0,46,8
2022,9/12/22,14,5,TIAM,7,L,1,0,50,11
2022,9/12/22,14,5,TIAM,8,V,2,0,63,12.6
2022,9/12/22,14,5,TIAM,9,L,1,0,12,2.6
2022,9/12/22,14,5,TIAM,10,L,1,0,34,7.6
2022,9/12/22,14,5,TIAM,11,L,2,0,44,10.4
2022,9/12/22,14,5,TIAM,12,L,1,0,27,7.8
2022,9/12/22,14,5,TIAM,13,L,1,0,57,10
2022,9/12/22,14,5,TIAM,14,V,3,1,25,9.5
2022,9/12/22,14,5,TIAM,15,L,0,1,16,9
2022,9/12/22,14,5,TIAM,16,L,1,0,30,5.8
2022,9/12/22,14,5,TIAM,17,D,0,0,,
2022,9/12/22,14,5,TIAM,18,V,2,1,30,6.1
2022,9/12/22,14,5,TIAM,19,L,2,1,20,4
2022,9/12/22,14,5,TIAM,20,V,2,1,91,11.3
2022,9/12/22,14,6,ACRU,1,L,2,0,66.5,9.3
2022,9/12/22,14,6,ACRU,2,L,3,0,46.5,8.7
2022,9/12/22,14,6,ACRU,3,V,1,0,28.5,5.7
2022,9/12/22,14,6,ACRU,4,L,2,0,87.5,12
2022,9/12/22,14,6,ACRU,5,L,1,0,47,6.8
2022,9/12/22,14,6,ACRU,6,L,2,0,53.5,7.6
2022,9/12/22,14,6,ACRU,7,L,2,1,92.5,13.3
2022,9/12/22,14,6,ACRU,8,L,1,0,79.5,10.3
2022,9/12/22,14,6,ACRU,9,V,1,0,29.5,4.3
2022,9/12/22,14,6,ACRU,10,L,1,0,40,5.4
2022,9/12/22,14,6,ACRU,11,V,1,1,25,3.2
2022,9/12/22,14,6,ACRU,12,L,1,0,82,7.5
2022,9/12/22,14,6,ACRU,13,L,0,1,23,6.5
2022,9/12/22,14,6,ACRU,14,V,2,1,90.5,12.1
2022,9/12/22,14,6,ACRU,15,L,2,1,23,6.6
2022,9/12/22,14,6,ACRU,16,L,2,1,89,12
2022,9/12/22,14,6,ACRU,17,L,1,0,62,10.2
2022,9/12/22,14,6,ACRU,18,L,2,1,100.5,11.6
2022,9/12/22,14,6,ACRU,19,L,1,0,66,6.2
2022,9/12/22,14,6,ACRU,20,L,2,0,97,11.5
2022,9/12/22,14,6,ACSA,1,L,2,1,60.5,7.1
2022,9/12/22,14,6,ACSA,2,L,1,0,48.5,5.6
2022,9/12/22,14,6,ACSA,3,D,0,0,,
2022,9/12/22,14,6,ACSA,4,L,0,0,85.5,10.2
2022,9/12/22,14,6,ACSA,5,L,1,0,40,7
2022,9/12/22,14,6,ACSA,6,L,0,0,29,4.2
2022,9/12/22,14,6,ACSA,7,V,0,1,10,4.6
2022,9/12/22,14,6,ACSA,8,L,0,0,41.5,6
2022,9/12/22,14,6,ACSA,9,L,1,0,33,5.2
2022,9/12/22,14,6,ACSA,10,L,1,1,20.5,4.6
2022,9/12/22,14,6,ACSA,11,L,0,1,60.5,4.2
2022,9/12/22,14,6,ACSA,12,L,1,0,39.5,6.7
2022,9/12/22,14,6,ACSA,13,D,0,0,,
2022,9/12/22,14,6,ACSA,14,D,0,0,,
2022,9/12/22,14,6,ACSA,15,V,1,0,36.5,3.7
2022,9/12/22,14,6,ACSA,16,L,1,0,43,8.2
2022,9/12/22,14,6,ACSA,17,L,2,1,34.5,6.7
2022,9/12/22,14,6,ACSA,18,L,0,0,38,5
2022,9/12/22,14,6,ACSA,19,L,1,0,40.5,5.3
2022,9/12/22,14,6,ACSA,20,L,1,1,35.5,6.3
2022,9/12/22,14,6,NYSY,1,,0,0,,
2022,9/12/22,14,6,NYSY,2,,0,0,,
2022,9/12/22,14,6,NYSY,3,,0,0,,
2022,9/12/22,14,6,NYSY,4,,0,0,,
2022,9/12/22,14,6,NYSY,5,L,0,1,8.5,1.8
2022,9/12/22,14,6,NYSY,6,D,0,0,,
2022,9/12/22,14,6,NYSY,7,D,0,0,,
2022,9/12/22,14,6,NYSY,8,D,0,0,,
2022,9/12/22,14,6,NYSY,9,L,2,0,37,7.6
2022,9/12/22,14,6,NYSY,10,D,0,0,,
2022,9/12/22,14,6,NYSY,11,D,0,0,,
2022,9/12/22,14,6,NYSY,12,D,0,0,,
2022,9/12/22,14,6,NYSY,13,L,0,1,12.5,2.6
2022,9/12/22,14,6,NYSY,14,D,0,0,,
2022,9/12/22,14,6,NYSY,15,D,0,0,,
2022,9/12/22,14,6,NYSY,16,L,0,0,54,7.2
2022,9/12/22,14,6,NYSY,17,D,0,0,,
2022,9/12/22,14,6,NYSY,18,D,0,0,,
2022,9/12/22,14,6,NYSY,19,L,1,0,47,8.4
2022,9/12/22,14,6,NYSY,20,L,2,1,12,4.1
2022,9/12/22,14,6,PRSE,1,D,0,0,,
2022,9/12/22,14,6,PRSE,2,L,2,0,95,11.3
2022,9/12/22,14,6,PRSE,3,L,1,0,135,16.7
2022,9/12/22,14,6,PRSE,4,L,1,0,99,10.3
2022,9/12/22,14,6,PRSE,5,V,3,1,47,5.4
2022,9/12/22,14,6,PRSE,6,V,2,0,65,8.2
2022,9/12/22,14,6,PRSE,7,V,0,1,31,3.5
2022,9/12/22,14,6,PRSE,8,L,3,1,85,9.4
2022,9/12/22,14,6,PRSE,9,V,3,1,95,12.2
2022,9/12/22,14,6,PRSE,10,D,0,0,,
2022,9/12/22,14,6,PRSE,11,V,3,1,22,4.2
2022,9/12/22,14,6,PRSE,12,L,1,0,79,10.4
2022,9/12/22,14,6,PRSE,13,L,2,0,94.5,6.6
2022,9/12/22,14,6,PRSE,14,L,2,0,74,10.2
2022,9/12/22,14,6,PRSE,15,V,1,0,73.5,10.4
2022,9/12/22,14,6,PRSE,16,L,0,1,32.5,4.4
2022,9/12/22,14,6,PRSE,17,V,0,1,16,3.1
2022,9/12/22,14,6,PRSE,18,L,2,1,90.5,15.7
2022,9/12/22,14,6,PRSE,19,L,2,0,79,9.3
2022,9/12/22,14,6,PRSE,20,V,2,1,70,7.3
2022,9/12/22,14,6,PRSE,21,L,0,0,81,12.8
2022,9/12/22,14,6,BELE,1,D,0,0,,
2022,9/12/22,14,6,BELE,2,D,0,0,,
2022,9/12/22,14,6,BELE,3,D,0,0,,
2022,9/12/22,14,6,BELE,4,D,0,0,,
2022,9/12/22,14,6,BELE,5,D,0,0,,
2022,9/12/22,14,6,BELE,6,L,1,0,54,6
2022,9/12/22,14,6,BELE,7,D,0,0,,
2022,9/12/22,14,6,BELE,8,L,1,1,24,9
2022,9/12/22,14,6,BELE,9,D,0,0,,
2022,9/12/22,14,6,BELE,10,D,0,0,,
2022,9/12/22,14,6,BELE,11,D,0,0,,
2022,9/12/22,14,6,BELE,12,D,0,0,,
2022,9/12/22,14,6,BELE,13,D,0,0,,
2022,9/12/22,14,6,BELE,14,D,0,0,,
2022,9/12/22,14,6,BELE,15,D,0,0,,
2022,9/12/22,14,6,BELE,16,D,0,0,,
2022,9/12/22,14,6,BELE,17,D,0,0,,
2022,9/12/22,14,6,BELE,18,L,1,0,32,2.9
2022,9/12/22,14,6,BELE,19,D,0,0,,
2022,9/12/22,14,6,BELE,20,L,1,0,33,5.3
2022,9/12/22,14,6,CACO,1,L,1,0,45,9
2022,9/12/22,14,6,CACO,2,L,2,0,32,4
2022,9/12/22,14,6,CACO,3,L,2,0,36,7.3
2022,9/12/22,14,6,CACO,4,L,1,0,54,4.9
2022,9/12/22,14,6,CACO,5,L,1,0,39,5.5
2022,9/12/22,14,6,CACO,6,L,1,0,36,6.3
2022,9/12/22,14,6,CACO,7,L,1,0,66.5,7.2
2022,9/12/22,14,6,CACO,8,L,0,1,12,2.6
2022,9/12/22,14,6,CACO,9,L,0,1,11,1.9
2022,9/12/22,14,6,CACO,10,L,1,0,32,5.8
2022,9/12/22,14,6,CACO,11,L,1,0,21.5,4.7
2022,9/12/22,14,6,CACO,12,L,1,0,16,4
2022,9/12/22,14,6,CACO,13,V,1,0,40,7.4
2022,9/12/22,14,6,CACO,14,L,1,0,20,4.3
2022,9/12/22,14,6,CACO,15,L,0,0,50,7.1
2022,9/12/22,14,6,CACO,16,L,1,0,61,11.4
2022,9/12/22,14,6,CACO,17,L,1,0,28,4.3
2022,9/12/22,14,6,CACO,18,L,1,0,32,4.5
2022,9/12/22,14,6,CACO,19,V,1,0,10.5,6.4
2022,9/12/22,14,6,CACO,20,L,2,0,34,5.5
2022,9/12/22,14,6,QURU,1,L,2,0,65.5,9.7
2022,9/12/22,14,6,QURU,2,L,1,0,45.5,7.9
2022,9/12/22,14,6,QURU,3,L,1,1,24,4
2022,9/12/22,14,6,QURU,4,L,1,0,51,11
2022,9/12/22,14,6,QURU,5,L,1,0,64,10.4
2022,9/12/22,14,6,QURU,6,L,2,0,82,13.8
2022,9/12/22,14,6,QURU,7,V,2,0,49.5,4.9
2022,9/12/22,14,6,QURU,8,V,3,1,84,10.5
2022,9/12/22,14,6,QURU,9,L,1,0,60.5,9.9
2022,9/12/22,14,6,QURU,10,L,1,0,59,9.5
2022,9/12/22,14,6,QURU,11,L,1,0,105,18.5
2022,9/12/22,14,6,QURU,12,L,2,0,59,9.4
2022,9/12/22,14,6,QURU,13,D,0,0,,
2022,9/12/22,14,6,QURU,14,L,1,0,51,11.5
2022,9/12/22,14,6,QURU,15,L,3,1,87,16.7
2022,9/12/22,14,6,QURU,16,L,1,0,102,15.1
2022,9/12/22,14,6,QURU,17,L,2,0,76.5,13
2022,9/12/22,14,6,QURU,18,L,2,0,55,9.6
2022,9/12/22,14,6,QURU,19,L,2,0,45,8.3
2022,9/12/22,14,6,QURU,20,L,1,0,60,11.5
2022,9/12/22,14,6,TIAM,1,V,2,0,40,8.9
2022,9/12/22,14,6,TIAM,2,V,1,0,13.5,3.7
2022,9/12/22,14,6,TIAM,3,V,1,0,22.5,6.5
2022,9/12/22,14,6,TIAM,4,L,1,0,78.5,10.1
2022,9/12/22,14,6,TIAM,5,L,0,0,16,5.4
2022,9/12/22,14,6,TIAM,6,V,3,0,26,5
2022,9/12/22,14,6,TIAM,7,L,1,0,26,7.7
2022,9/12/22,14,6,TIAM,8,L,1,0,34.5,6.5
2022,9/12/22,14,6,TIAM,9,L,1,0,35,6.1
2022,9/12/22,14,6,TIAM,10,L,2,0,71,6.7
2022,9/12/22,14,6,TIAM,11,L,1,0,23,5.3
2022,9/12/22,14,6,TIAM,12,V,2,0,19.5,5.5
2022,9/12/22,14,6,TIAM,13,L,2,1,21,6.5
2022,9/12/22,14,6,TIAM,14,L,1,0,22,5.9
2022,9/12/22,14,6,TIAM,15,L,1,0,49,11.1
2022,9/12/22,14,6,TIAM,16,L,1,0,16,7.3
2022,9/12/22,14,6,TIAM,17,V,1,0,20,4
2022,9/12/22,14,6,TIAM,18,V,1,0,28.5,10.7
2022,9/12/22,14,6,TIAM,19,V,2,0,34,7.6
2022,9/12/22,14,6,TIAM,20,V,1,0,20.5,6.6
2022,9/12/22,14,7,ACRU,1,L,1,1,53,8.5
2022,9/12/22,14,7,ACRU,2,L,1,1,43,7.7
2022,9/12/22,14,7,ACRU,3,D,0,0,,
2022,9/12/22,14,7,ACRU,4,L,1,0,83,8.5
2022,9/12/22,14,7,ACRU,5,L,1,0,100.5,11.7
2022,9/12/22,14,7,ACRU,6,L,1,0,53.5,7.1
2022,9/12/22,14,7,ACRU,7,L,1,0,70.5,7.8
2022,9/12/22,14,7,ACRU,8,L,1,0,64,9.2
2022,9/12/22,14,7,ACRU,9,L,1,1,82.5,12.9
2022,9/12/22,14,7,ACRU,10,D,0,0,,
2022,9/12/22,14,7,ACRU,11,D,0,0,,
2022,9/12/22,14,7,ACRU,12,L,1,1,69,11.4
2022,9/12/22,14,7,ACRU,13,L,3,1,67.5,11.5
2022,9/12/22,14,7,ACRU,14,L,1,0,76.5,11.2
2022,9/12/22,14,7,ACRU,15,L,1,0,146.5,13
2022,9/12/22,14,7,ACRU,16,L,0,0,67,11.1
2022,9/12/22,14,7,ACRU,17,D,0,0,,
2022,9/12/22,14,7,ACRU,18,L,2,0,110,12.5
2022,9/12/22,14,7,ACRU,19,L,1,0,40.5,12.3
2022,9/12/22,14,7,ACRU,20,L,3,0,60,12.9
2022,9/12/22,14,7,ACSA,1,D,0,0,,
2022,9/12/22,14,7,ACSA,2,V,2,0,46.5,6.8
2022,9/12/22,14,7,ACSA,3,V,1,0,55,8.5
2022,9/12/22,14,7,ACSA,4,V,1,1,45,6.8
2022,9/12/22,14,7,ACSA,5,L,0,0,37.5,6.9
2022,9/12/22,14,7,ACSA,6,D,0,0,,
2022,9/12/22,14,7,ACSA,7,V,1,1,48.5,5.9
2022,9/12/22,14,7,ACSA,8,V,1,0,45,9.2
2022,9/12/22,14,7,ACSA,9,V,1,0,55.5,7.7
2022,9/12/22,14,7,ACSA,10,D,0,0,,
2022,9/12/22,14,7,ACSA,11,L,1,0,45,10.1
2022,9/12/22,14,7,ACSA,12,L,1,0,42.5,4.5
2022,9/12/22,14,7,ACSA,13,L,0,0,44,5.8
2022,9/12/22,14,7,ACSA,14,L,1,0,57,7.5
2022,9/12/22,14,7,ACSA,15,D,0,0,,
2022,9/12/22,14,7,ACSA,16,D,0,0,,
2022,9/12/22,14,7,ACSA,17,D,0,0,,
2022,9/12/22,14,7,ACSA,18,L,1,0,71.5,9.8
2022,9/12/22,14,7,ACSA,19,D,0,0,,
2022,9/12/22,14,7,ACSA,20,D,0,0,,
2022,9/12/22,14,7,NYSY,1,D,0,0,,
2022,9/12/22,14,7,NYSY,2,D,0,0,,
2022,9/12/22,14,7,NYSY,3,D,0,0,,
2022,9/12/22,14,7,NYSY,4,D,0,0,,
2022,9/12/22,14,7,NYSY,5,D,0,0,,
2022,9/12/22,14,7,NYSY,6,D,0,0,,
2022,9/12/22,14,7,NYSY,7,D,0,0,,
2022,9/12/22,14,7,NYSY,8,L,0,0,32,5
2022,9/12/22,14,7,NYSY,9,D,0,0,,
2022,9/12/22,14,7,NYSY,10,D,0,0,,
2022,9/12/22,14,7,NYSY,11,L,1,0,83.5,6.3
2022,9/12/22,14,7,NYSY,12,D,0,0,,
2022,9/12/22,14,7,NYSY,13,D,0,0,,
2022,9/12/22,14,7,NYSY,14,D,0,0,,
2022,9/12/22,14,7,NYSY,15,D,0,0,,
2022,9/12/22,14,7,NYSY,16,D,0,0,,
2022,9/12/22,14,7,NYSY,17,D,0,0,,
2022,9/12/22,14,7,NYSY,18,D,0,0,,
2022,9/12/22,14,7,NYSY,19,D,0,0,,
2022,9/12/22,14,7,NYSY,20,D,0,0,,
2022,9/12/22,14,7,PRSE,1,V,2,0,132,12.9
2022,9/12/22,14,7,PRSE,2,D,0,0,,
2022,9/12/22,14,7,PRSE,3,L,2,0,129,16.7
2022,9/12/22,14,7,PRSE,4,L,1,0,166,15.2
2022,9/12/22,14,7,PRSE,5,L,1,0,133,23.8
2022,9/12/22,14,7,PRSE,6,L,1,0,133.5,19.6
2022,9/12/22,14,7,PRSE,7,V,3,0,55,5.5
2022,9/12/22,14,7,PRSE,8,L,2,0,98,17.5
2022,9/12/22,14,7,PRSE,9,L,1,0,151.5,31.3
2022,9/12/22,14,7,PRSE,10,L,1,0,73,11.9
2022,9/12/22,14,7,PRSE,11,V,2,0,59.5,8.1
2022,9/12/22,14,7,PRSE,12,L,1,0,132,9.2
2022,9/12/22,14,7,PRSE,13,L,1,0,119.5,19.7
2022,9/12/22,14,7,PRSE,14,D,0,0,,
2022,9/12/22,14,7,PRSE,15,L,1,0,89.5,10
2022,9/12/22,14,7,PRSE,16,L,1,0,170.5,27.8
2022,9/12/22,14,7,PRSE,17,L,2,1,69,6
2022,9/12/22,14,7,PRSE,18,L,1,0,99.5,16.8
2022,9/12/22,14,7,PRSE,19,L,1,0,137.5,15.7
2022,9/12/22,14,7,PRSE,20,L,1,0,135,19.1
2022,9/12/22,14,7,BELE,1,D,0,0,,
2022,9/12/22,14,7,BELE,2,D,0,0,,
2022,9/12/22,14,7,BELE,3,D,0,0,,
2022,9/12/22,14,7,BELE,4,D,0,0,,
2022,9/12/22,14,7,BELE,5,L,2,0,109,19.1
2022,9/12/22,14,7,BELE,6,D,0,0,,
2022,9/12/22,14,7,BELE,7,L,1,0,90,9.1
2022,9/12/22,14,7,BELE,8,D,0,0,,
2022,9/12/22,14,7,BELE,9,L,0,0,164,19.8
2022,9/12/22,14,7,BELE,10,D,0,0,,
2022,9/12/22,14,7,BELE,11,D,0,0,,
2022,9/12/22,14,7,BELE,12,L,2,0,103,14.3
2022,9/12/22,14,7,BELE,13,D,0,0,,
2022,9/12/22,14,7,BELE,14,D,0,0,,
2022,9/12/22,14,7,BELE,15,L,3,0,123,17.2
2022,9/12/22,14,7,BELE,16,D,0,0,,
2022,9/12/22,14,7,BELE,17,D,0,0,,
2022,9/12/22,14,7,BELE,18,L,0,0,153,13.2
2022,9/12/22,14,7,BELE,19,D,0,0,,
2022,9/12/22,14,7,BELE,20,D,0,0,,
2022,9/12/22,14,7,CACO,1,V,0,0,21,3
2022,9/12/22,14,7,CACO,2,L,0,1,20,3.6
2022,9/12/22,14,7,CACO,3,V,1,1,21,4.1
2022,9/12/22,14,7,CACO,4,V,0,0,15,2.1
2022,9/12/22,14,7,CACO,5,L,0,1,19.5,3
2022,9/12/22,14,7,CACO,6,D,0,0,,
2022,9/12/22,14,7,CACO,7,L,0,0,44.5,3.5
2022,9/12/22,14,7,CACO,8,V,0,1,15,1.9
2022,9/12/22,14,7,CACO,9,V,0,1,24,3.2
2022,9/12/22,14,7,CACO,10,L,2,0,42,4.2
2022,9/12/22,14,7,CACO,11,L,0,1,22,2.6
2022,9/12/22,14,7,CACO,12,V,0,1,16.5,2.7
2022,9/12/22,14,7,CACO,13,V,0,1,15,4.1
2022,9/12/22,14,7,CACO,14,L,0,1,17,2.7
2022,9/12/22,14,7,CACO,15,L,0,1,50,3.4
2022,9/12/22,14,7,CACO,16,L,2,1,21,5.4
2022,9/12/22,14,7,CACO,17,V,0,1,21,5.7
2022,9/12/22,14,7,CACO,18,V,0,0,25.5,2.7
2022,9/12/22,14,7,CACO,19,V,0,0,24,2.2
2022,9/12/22,14,7,CACO,20,L,0,1,11,3.3
2022,9/12/22,14,7,QURU,1,L,2,0,90,10.2
2022,9/12/22,14,7,QURU,2,L,1,0,66,9.2
2022,9/12/22,14,7,QURU,3,V,0,1,17,6.2
2022,9/12/22,14,7,QURU,4,V,3,0,67.5,7.7
2022,9/12/22,14,7,QURU,5,L,1,0,88.5,9.6
2022,9/12/22,14,7,QURU,6,L,2,0,46,8.9
2022,9/12/22,14,7,QURU,7,L,2,0,106,9.8
2022,9/12/22,14,7,QURU,8,L,2,0,80,9.2
2022,9/12/22,14,7,QURU,9,L,1,0,92,8.7
2022,9/12/22,14,7,QURU,10,L,1,0,100,9.7
2022,9/12/22,14,7,QURU,11,V,2,0,52,5.7
2022,9/12/22,14,7,QURU,12,L,2,0,69.5,8.8
2022,9/12/22,14,7,QURU,13,L,2,0,64,9.3
2022,9/12/22,14,7,QURU,14,L,2,0,130.5,10.5
2022,9/12/22,14,7,QURU,15,L,1,1,40,7.6
2022,9/12/22,14,7,QURU,16,L,2,1,89,11
2022,9/12/22,14,7,QURU,17,L,2,1,78,12.8
2022,9/12/22,14,7,QURU,18,L,2,0,76.5,17
2022,9/12/22,14,7,QURU,19,L,1,0,49,9.1
2022,9/12/22,14,7,QURU,20,V,2,1,25,6.4
2022,9/12/22,14,7,TIAM,1,V,2,1,10.5,3.3
2022,9/12/22,14,7,TIAM,2,V,0,0,22,6.4
2022,9/12/22,14,7,TIAM,3,L,0,0,26,6.3
2022,9/12/22,14,7,TIAM,4,L,0,1,19,5
2022,9/12/22,14,7,TIAM,5,L,0,0,25,4.7
2022,9/12/22,14,7,TIAM,6,L,0,0,22,4.7
2022,9/12/22,14,7,TIAM,7,L,1,0,41,3.6
2022,9/12/22,14,7,TIAM,8,L,1,0,44,7
2022,9/12/22,14,7,TIAM,9,L,0,1,15.5,2.2
2022,9/12/22,14,7,TIAM,10,L,1,0,32.5,8.5
2022,9/12/22,14,7,TIAM,11,L,0,1,12.5,3.6
2022,9/12/22,14,7,TIAM,12,V,0,1,33,3.6
2022,9/12/22,14,7,TIAM,13,V,0,1,10.5,3.9
2022,9/12/22,14,7,TIAM,14,D,0,0,,
2022,9/12/22,14,7,TIAM,15,L,1,0,47,6.4
2022,9/12/22,14,7,TIAM,16,L,1,0,57,8.4
2022,9/12/22,14,7,TIAM,17,L,1,0,29,7.3
2022,9/12/22,14,7,TIAM,18,V,0,1,8.5,3.2
2022,9/12/22,14,7,TIAM,19,V,0,0,24,5.7
2022,9/12/22,14,7,TIAM,20,L,1,0,35,5.8
